a.zip_code,a.ucr_offense_description,a.watch,a.est,_c4
75238,NARCOTICS/DRUGS,1,859,4
75238,OTHER OFFENSES,1,859,8
75238,OTHER OFFENSES,2,859,2
75238,OTHER OFFENSES,3,859,4
75238,OTHER OFFENSES,U,859,2
75238,ROBBERY,1,859,29
75238,ROBBERY,2,859,11
75238,ROBBERY,3,859,20
75238,ROBBERY,U,859,2
75238,SUDDEN DEATH,1,859,4
75238,SUDDEN DEATH,2,859,4
75238,SUDDEN DEATH,3,859,3
75238,SUDDEN DEATH,U,859,1
75238,THEFT,1,859,108
75238,THEFT,2,859,58
75042,DWI,3,834,1
75042,FOUND PROPERTY,3,834,1
75042,MOTOR VEHICLE ACCIDENT,1,834,1
75042,THEFT,3,834,1
75042,ACCIDENTAL INJURY,1,834,1
75252,SUDDEN DEATH,1,773,5
75252,SUDDEN DEATH,2,773,2
75252,SUDDEN DEATH,3,773,6
75252,SUDDEN DEATH,U,773,3
75252,THEFT,1,773,37
75252,THEFT,2,773,9
75252,ASSAULT,3,773,5
75252,AGGRAVATED ASSAULT,3,773,1
75252,AUTO THEFT - UUMV,1,773,11
75252,AGGRAVATED ASSAULT,2,773,1
75252,ACCIDENTAL INJURY,3,773,3
75252,ACCIDENTAL INJURY,2,773,1
75252,AUTO THEFT - UUMV,2,773,4
75252,AUTO THEFT - UUMV,3,773,2
75252,AUTO THEFT - UUMV,U,773,7
75252,BURGLARY,1,773,9
75252,BURGLARY,2,773,5
75252,CRIMINAL MISCHIEF/VANDALISM,2,773,11
75252,CRIMINAL MISCHIEF/VANDALISM,3,773,15
75252,CRIMINAL MISCHIEF/VANDALISM,U,773,14
75252,DISORDERLY CONDUCT,1,773,1
75252,DISORDERLY CONDUCT,2,773,2
75252,DISORDERLY CONDUCT,3,773,2
75252,DWI,1,773,4
75252,DWI,3,773,1
75252,EMBEZZLEMENT,2,773,1
75252,EMBEZZLEMENT,U,773,3
75252,FORGERY & COUNTERFEIT,3,773,1
75252,THEFT,3,773,13
75252,THEFT,U,773,15
75252,FOUND PROPERTY,1,773,12
75252,FORGERY & COUNTERFEIT,U,773,1
75252,ASSAULT,2,773,6
75252,ASSAULT,1,773,4
75252,FOUND PROPERTY,2,773,11
75252,FOUND PROPERTY,3,773,11
75252,FOUND PROPERTY,U,773,2
75252,FRAUD,1,773,3
75252,FRAUD,2,773,1
75252,FRAUD,U,773,2
75252,HOME ACCIDENT,1,773,1
75252,HOME ACCIDENT,2,773,1
75252,HOME ACCIDENT,3,773,2
75252,LOST PROPERTY,1,773,1
75252,LOST PROPERTY,2,773,1
75252,LOST PROPERTY,3,773,1
75252,LOST PROPERTY,U,773,4
75252,MOTOR VEHICLE ACCIDENT,1,773,7
75252,MOTOR VEHICLE ACCIDENT,2,773,11
75252,MOTOR VEHICLE ACCIDENT,3,773,14
75252,OTHER OFFENSES,1,773,1
75252,OTHER OFFENSES,2,773,2
75252,OTHER OFFENSES,3,773,2
75252,BURGLARY,3,773,7
75252,BURGLARY,U,773,11
75252,CRIMINAL MISCHIEF/VANDALISM,1,773,32
75252,OTHER OFFENSES,U,773,1
75252,ROBBERY,1,773,4
75252,ROBBERY,2,773,1
75252,ROBBERY,3,773,5
75149,FOUND PROPERTY,1,747,1
75149,MOTOR VEHICLE ACCIDENT,3,747,1
75149,ACCIDENTAL INJURY,3,747,1
75149,ASSAULT,2,747,1
75149,BURGLARY,1,747,1
75208,ROBBERY,U,734,1
75208,ROBBERY,3,734,19
75208,ROBBERY,2,734,6
75208,ROBBERY,1,734,23
75208,OTHER OFFENSES,U,734,1
75208,OTHER OFFENSES,3,734,2
75208,OTHER OFFENSES,2,734,2
75208,OTHER OFFENSES,1,734,7
75208,NARCOTICS/DRUGS,3,734,2
75208,NARCOTICS/DRUGS,2,734,1
75208,NARCOTICS/DRUGS,1,734,2
75208,MURDER,1,734,1
75208,MOTOR VEHICLE ACCIDENT,U,734,9
75208,MOTOR VEHICLE ACCIDENT,3,734,74
75208,MOTOR VEHICLE ACCIDENT,2,734,47
75208,MOTOR VEHICLE ACCIDENT,1,734,53
75208,LOST PROPERTY,U,734,2
75208,LOST PROPERTY,3,734,3
75208,LOST PROPERTY,2,734,4
75208,LOST PROPERTY,1,734,1
75208,HOME ACCIDENT,3,734,4
75208,HOME ACCIDENT,2,734,3
75208,HOME ACCIDENT,1,734,5
75208,FRAUD,3,734,1
75208,FRAUD,2,734,2
75208,FOUND PROPERTY,U,734,6
75208,FOUND PROPERTY,3,734,18
75208,FOUND PROPERTY,2,734,44
75208,FOUND PROPERTY,1,734,50
75208,FORGERY & COUNTERFEIT,3,734,3
75208,ACCIDENTAL INJURY,1,734,5
75208,ACCIDENTAL INJURY,2,734,6
75208,ACCIDENTAL INJURY,3,734,3
75208,ACCIDENTAL INJURY,U,734,1
75208,AGGRAVATED ASSAULT,1,734,8
75208,AGGRAVATED ASSAULT,2,734,5
75208,AGGRAVATED ASSAULT,3,734,3
75208,AGGRAVATED ASSAULT,U,734,1
75208,ANIMAL BITE,1,734,1
75208,ANIMAL BITE,2,734,5
75208,ASSAULT,1,734,13
75208,ASSAULT,2,734,9
75208,ASSAULT,3,734,23
75208,AUTO THEFT - UUMV,1,734,27
75208,AUTO THEFT - UUMV,2,734,11
75208,AUTO THEFT - UUMV,3,734,13
75208,AUTO THEFT - UUMV,U,734,10
75208,BURGLARY,1,734,47
75208,BURGLARY,2,734,33
75208,BURGLARY,3,734,21
75208,BURGLARY,U,734,40
75208,CRIMINAL MISCHIEF/VANDALISM,1,734,58
75208,CRIMINAL MISCHIEF/VANDALISM,2,734,19
75208,CRIMINAL MISCHIEF/VANDALISM,3,734,32
75208,CRIMINAL MISCHIEF/VANDALISM,U,734,29
75208,DISORDERLY CONDUCT,1,734,5
75208,DISORDERLY CONDUCT,2,734,3
75208,DISORDERLY CONDUCT,3,734,7
75208,DWI,1,734,12
75208,DWI,2,734,2
75208,DWI,3,734,5
75208,EMBEZZLEMENT,1,734,1
75208,EMBEZZLEMENT,2,734,1
75208,EMBEZZLEMENT,U,734,1
75208,FORGERY & COUNTERFEIT,1,734,1
75208,FORGERY & COUNTERFEIT,2,734,5
75208,WEAPONS,1,734,1
75208,TRAFFIC FATALITY,3,734,1
75208,THEFT,U,734,48
75208,THEFT,3,734,74
75208,THEFT,2,734,70
75208,THEFT,1,734,96
75208,SUDDEN DEATH,3,734,1
75208,SUDDEN DEATH,2,734,1
75208,SUDDEN DEATH,1,734,6
75115,DWI,3,727,1
75115,HOME ACCIDENT,2,727,1
75115,MOTOR VEHICLE ACCIDENT,1,727,2
75228,DISORDERLY CONDUCT,2,682,7
75228,DISORDERLY CONDUCT,1,682,10
75228,CRIMINAL MISCHIEF/VANDALISM,U,682,46
75228,CRIMINAL MISCHIEF/VANDALISM,3,682,126
75228,CRIMINAL MISCHIEF/VANDALISM,2,682,62
75228,CRIMINAL MISCHIEF/VANDALISM,1,682,165
75228,BURGLARY,U,682,82
75228,BURGLARY,3,682,70
75228,BURGLARY,2,682,55
75228,BURGLARY,1,682,68
75228,AUTO THEFT - UUMV,U,682,26
75228,AUTO THEFT - UUMV,3,682,54
75228,AUTO THEFT - UUMV,2,682,35
75228,AUTO THEFT - UUMV,1,682,93
75228,ASSAULT,3,682,41
75228,ASSAULT,2,682,36
75228,ASSAULT,1,682,25
75228,ARSON,U,682,1
75228,ARSON,3,682,2
75228,ARSON,2,682,2
75228,ARSON,1,682,2
75228,ANIMAL BITE,3,682,2
75228,ANIMAL BITE,2,682,2
75228,AGGRAVATED ASSAULT,U,682,1
75228,AGGRAVATED ASSAULT,3,682,17
75228,AGGRAVATED ASSAULT,2,682,11
75228,AGGRAVATED ASSAULT,1,682,14
75228,ACCIDENTAL INJURY,3,682,21
75228,ACCIDENTAL INJURY,2,682,6
75228,ACCIDENTAL INJURY,1,682,11
75228,WEAPONS,3,682,1
75228,WEAPONS,1,682,3
75228,TRAFFIC FATALITY,3,682,1
75228,TRAFFIC FATALITY,1,682,1
75228,THEFT,U,682,82
75228,THEFT,3,682,105
75228,THEFT,2,682,108
75228,THEFT,1,682,292
75228,SUDDEN DEATH,U,682,6
75228,SUDDEN DEATH,3,682,12
75228,SUDDEN DEATH,2,682,11
75228,SUDDEN DEATH,1,682,9
75228,ROBBERY,U,682,2
75228,ROBBERY,3,682,59
75228,ROBBERY,2,682,34
75228,ROBBERY,1,682,49
75228,OTHER OFFENSES,3,682,21
75228,OTHER OFFENSES,2,682,8
75228,OTHER OFFENSES,1,682,13
75228,NARCOTICS/DRUGS,3,682,3
75228,NARCOTICS/DRUGS,2,682,3
75228,NARCOTICS/DRUGS,1,682,3
75228,MOTOR VEHICLE ACCIDENT,U,682,8
75228,MOTOR VEHICLE ACCIDENT,3,682,82
75228,MOTOR VEHICLE ACCIDENT,2,682,55
75228,MOTOR VEHICLE ACCIDENT,1,682,75
75228,LOST PROPERTY,U,682,4
75228,LOST PROPERTY,3,682,8
75228,LOST PROPERTY,2,682,2
75228,LOST PROPERTY,1,682,6
75228,HOME ACCIDENT,3,682,15
75228,HOME ACCIDENT,2,682,6
75228,HOME ACCIDENT,1,682,6
75228,FRAUD,U,682,3
75228,FRAUD,3,682,6
75228,FRAUD,2,682,3
75228,FRAUD,1,682,7
75228,FOUND PROPERTY,U,682,10
75228,FOUND PROPERTY,3,682,77
75228,FOUND PROPERTY,2,682,56
75228,FOUND PROPERTY,1,682,63
75228,FORGERY & COUNTERFEIT,U,682,1
75228,FORGERY & COUNTERFEIT,3,682,12
75228,FORGERY & COUNTERFEIT,2,682,6
75228,FORGERY & COUNTERFEIT,1,682,1
75228,FIREARMS ACCIDENT,3,682,2
75228,FIREARMS ACCIDENT,2,682,1
75228,FIREARMS ACCIDENT,1,682,1
75228,EMBEZZLEMENT,U,682,2
75228,EMBEZZLEMENT,2,682,2
75228,EMBEZZLEMENT,1,682,1
75228,DWI,3,682,5
75228,DWI,1,682,7
75228,DISORDERLY CONDUCT,U,682,6
75228,DISORDERLY CONDUCT,3,682,11
75214,OTHER OFFENSES,3,677,6
75214,ROBBERY,1,677,4
75214,ROBBERY,2,677,3
75214,ROBBERY,3,677,6
75214,SUDDEN DEATH,1,677,3
75214,SUDDEN DEATH,2,677,5
75214,SUDDEN DEATH,3,677,3
75214,SUDDEN DEATH,U,677,2
75214,THEFT,1,677,105
75214,THEFT,2,677,40
75214,THEFT,3,677,46
75214,THEFT,U,677,42
75214,TRAFFIC FATALITY,3,677,1
75214,ACCIDENTAL INJURY,1,677,4
75214,ACCIDENTAL INJURY,2,677,2
75214,ACCIDENTAL INJURY,3,677,7
75214,AGGRAVATED ASSAULT,2,677,1
75214,AGGRAVATED ASSAULT,3,677,1
75214,ANIMAL BITE,2,677,3
75214,ASSAULT,1,677,5
75214,ASSAULT,2,677,4
75214,ASSAULT,3,677,7
75214,AUTO THEFT - UUMV,1,677,30
75214,AUTO THEFT - UUMV,2,677,5
75214,AUTO THEFT - UUMV,3,677,11
75214,AUTO THEFT - UUMV,U,677,8
75214,BURGLARY,1,677,27
75214,BURGLARY,2,677,16
75214,BURGLARY,3,677,17
75214,BURGLARY,U,677,26
75214,CHILD (OFFENSES AGAINST),3,677,1
75214,CRIMINAL MISCHIEF/VANDALISM,1,677,41
75214,CRIMINAL MISCHIEF/VANDALISM,2,677,20
75214,CRIMINAL MISCHIEF/VANDALISM,3,677,21
75214,CRIMINAL MISCHIEF/VANDALISM,U,677,19
75214,DISORDERLY CONDUCT,1,677,2
75214,DISORDERLY CONDUCT,2,677,2
75214,DISORDERLY CONDUCT,3,677,3
75214,DISORDERLY CONDUCT,U,677,2
75214,DWI,1,677,2
75214,DWI,2,677,1
75214,DWI,3,677,2
75214,EMBEZZLEMENT,3,677,1
75214,EMBEZZLEMENT,U,677,4
75214,FORGERY & COUNTERFEIT,1,677,2
75214,FORGERY & COUNTERFEIT,2,677,1
75214,FORGERY & COUNTERFEIT,U,677,1
75214,FOUND PROPERTY,1,677,15
75214,FOUND PROPERTY,2,677,23
75214,FOUND PROPERTY,3,677,14
75214,FOUND PROPERTY,U,677,4
75214,FRAUD,1,677,1
75214,FRAUD,2,677,1
75214,FRAUD,3,677,1
75214,FRAUD,U,677,2
75214,HOME ACCIDENT,1,677,2
75214,HOME ACCIDENT,2,677,1
75214,HOME ACCIDENT,3,677,7
75214,LOST PROPERTY,1,677,1
75214,LOST PROPERTY,2,677,4
75214,LOST PROPERTY,U,677,4
75214,MOTOR VEHICLE ACCIDENT,U,677,5
75214,MOTOR VEHICLE ACCIDENT,1,677,22
75214,MOTOR VEHICLE ACCIDENT,2,677,16
75214,MOTOR VEHICLE ACCIDENT,3,677,21
75214,NARCOTICS/DRUGS,3,677,1
75214,OTHER OFFENSES,1,677,2
75214,OTHER OFFENSES,2,677,7
75235,FRAUD,1,669,2
75235,FRAUD,2,669,2
75235,FRAUD,3,669,4
75235,FRAUD,U,669,20
75235,HOME ACCIDENT,1,669,5
75235,HOME ACCIDENT,2,669,1
75235,HOME ACCIDENT,3,669,6
75235,LOST PROPERTY,1,669,4
75235,LOST PROPERTY,2,669,4
75235,LOST PROPERTY,3,669,5
75235,MOTOR VEHICLE ACCIDENT,1,669,22
75235,MOTOR VEHICLE ACCIDENT,2,669,15
75235,MOTOR VEHICLE ACCIDENT,3,669,29
75235,MOTOR VEHICLE ACCIDENT,U,669,3
75235,MURDER,1,669,1
75235,MURDER,2,669,1
75235,MURDER,3,669,1
75235,NARCOTICS/DRUGS,1,669,1
75235,NARCOTICS/DRUGS,3,669,2
75235,OCCUPATIONAL ACCIDENT,2,669,2
75235,OCCUPATIONAL ACCIDENT,3,669,1
75235,OTHER OFFENSES,1,669,6
75235,OTHER OFFENSES,2,669,1
75235,OTHER OFFENSES,3,669,5
75235,ROBBERY,1,669,19
75235,ROBBERY,2,669,5
75235,ROBBERY,3,669,16
75235,SUDDEN DEATH,1,669,6
75235,SUDDEN DEATH,2,669,2
75235,SUDDEN DEATH,3,669,3
75235,SUDDEN DEATH,U,669,3
75235,THEFT,1,669,67
75235,THEFT,2,669,39
75235,THEFT,3,669,37
75235,THEFT,U,669,50
75235,TRAFFIC FATALITY,3,669,1
75235,WEAPONS,1,669,6
75235,WEAPONS,2,669,3
75235,WEAPONS,3,669,2
75235,WEAPONS,U,669,1
75235,ACCIDENTAL INJURY,1,669,12
75235,ACCIDENTAL INJURY,2,669,21
75235,ACCIDENTAL INJURY,3,669,22
75235,AGGRAVATED ASSAULT,1,669,3
75235,AGGRAVATED ASSAULT,3,669,2
75235,ANIMAL BITE,2,669,2
75235,ANIMAL BITE,3,669,2
75235,ARSON,2,669,1
75235,ASSAULT,1,669,6
75235,ASSAULT,2,669,16
75235,ASSAULT,3,669,8
75235,ASSAULT,U,669,1
75235,AUTO THEFT - UUMV,1,669,33
75235,AUTO THEFT - UUMV,2,669,14
75235,AUTO THEFT - UUMV,3,669,12
75235,AUTO THEFT - UUMV,U,669,27
75235,BURGLARY,1,669,22
75235,BURGLARY,2,669,8
75235,BURGLARY,3,669,18
75235,BURGLARY,U,669,36
75235,CRIMINAL MISCHIEF/VANDALISM,1,669,65
75235,CRIMINAL MISCHIEF/VANDALISM,2,669,10
75235,CRIMINAL MISCHIEF/VANDALISM,3,669,29
75235,CRIMINAL MISCHIEF/VANDALISM,U,669,23
75235,DISORDERLY CONDUCT,1,669,1
75235,DISORDERLY CONDUCT,2,669,1
75235,DISORDERLY CONDUCT,U,669,4
75235,DWI,1,669,5
75235,DWI,2,669,1
75235,DWI,3,669,5
75235,EMBEZZLEMENT,1,669,1
75235,EMBEZZLEMENT,2,669,2
75235,EMBEZZLEMENT,3,669,1
75235,EMBEZZLEMENT,U,669,1
75235,FIREARMS ACCIDENT,3,669,1
75235,FORGERY & COUNTERFEIT,2,669,1
75235,FORGERY & COUNTERFEIT,3,669,1
75235,FOUND PROPERTY,1,669,9
75235,FOUND PROPERTY,2,669,19
75235,FOUND PROPERTY,3,669,21
75235,FOUND PROPERTY,U,669,3
75032,SUDDEN DEATH,2,654,1
75043,AGGRAVATED ASSAULT,1,646,1
75043,FOUND PROPERTY,3,646,1
75043,LOST PROPERTY,1,646,1
75043,THEFT,3,646,1
75287,WEAPONS,2,641,1
75287,ACCIDENTAL INJURY,1,641,6
75287,ACCIDENTAL INJURY,2,641,6
75287,ACCIDENTAL INJURY,3,641,7
75287,ACCIDENTAL INJURY,U,641,1
75287,AGGRAVATED ASSAULT,1,641,5
75287,AGGRAVATED ASSAULT,2,641,1
75287,AGGRAVATED ASSAULT,3,641,4
75287,ANIMAL BITE,3,641,7
75287,ARSON,2,641,2
75287,ARSON,3,641,2
75287,ASSAULT,1,641,16
75287,ASSAULT,2,641,7
75287,ASSAULT,3,641,19
75287,AUTO THEFT - UUMV,1,641,52
75287,AUTO THEFT - UUMV,2,641,5
75287,AUTO THEFT - UUMV,3,641,17
75287,AUTO THEFT - UUMV,U,641,24
75287,BURGLARY,1,641,34
75287,BURGLARY,2,641,16
75287,BURGLARY,3,641,29
75287,BURGLARY,U,641,27
75287,CHILD (OFFENSES AGAINST),3,641,2
75287,CRIMINAL MISCHIEF/VANDALISM,1,641,105
75287,CRIMINAL MISCHIEF/VANDALISM,2,641,49
75287,CRIMINAL MISCHIEF/VANDALISM,3,641,67
75287,CRIMINAL MISCHIEF/VANDALISM,U,641,41
75287,DISORDERLY CONDUCT,1,641,3
75287,DISORDERLY CONDUCT,2,641,4
75287,DISORDERLY CONDUCT,3,641,4
75287,DISORDERLY CONDUCT,U,641,11
75287,DWI,1,641,4
75287,DWI,3,641,3
75287,EMBEZZLEMENT,U,641,1
75287,FIREARMS ACCIDENT,3,641,2
75287,FORGERY & COUNTERFEIT,2,641,3
75287,FORGERY & COUNTERFEIT,3,641,2
75287,FORGERY & COUNTERFEIT,U,641,1
75287,FOUND PROPERTY,1,641,17
75287,FOUND PROPERTY,2,641,5
75287,FOUND PROPERTY,3,641,10
75287,FOUND PROPERTY,U,641,1
75287,FRAUD,1,641,1
75287,FRAUD,2,641,3
75287,FRAUD,3,641,1
75287,FRAUD,U,641,2
75287,HOME ACCIDENT,1,641,1
75287,HOME ACCIDENT,3,641,5
75287,HOME ACCIDENT,U,641,1
75287,LOST PROPERTY,1,641,2
75287,LOST PROPERTY,2,641,4
75287,LOST PROPERTY,3,641,4
75287,LOST PROPERTY,U,641,1
75287,MOTOR VEHICLE ACCIDENT,1,641,23
75287,MOTOR VEHICLE ACCIDENT,2,641,21
75287,MOTOR VEHICLE ACCIDENT,3,641,26
75287,MOTOR VEHICLE ACCIDENT,U,641,2
75287,MURDER,3,641,1
75287,NARCOTICS/DRUGS,1,641,1
75287,NARCOTICS/DRUGS,2,641,6
75287,NARCOTICS/DRUGS,3,641,2
75287,OTHER OFFENSES,1,641,7
75287,OTHER OFFENSES,2,641,4
75287,OTHER OFFENSES,3,641,5
75287,ROBBERY,1,641,13
75287,ROBBERY,2,641,6
75287,ROBBERY,3,641,19
75287,SUDDEN DEATH,1,641,4
75287,SUDDEN DEATH,2,641,3
75287,SUDDEN DEATH,3,641,2
75287,SUDDEN DEATH,U,641,3
75287,THEFT,1,641,123
75287,THEFT,2,641,40
75287,THEFT,3,641,44
75287,THEFT,U,641,65
75287,TRAFFIC FATALITY,U,641,1
75287,WEAPONS,1,641,1
75202,LOST PROPERTY,2,621,10
75202,LOST PROPERTY,1,621,7
75202,HOME ACCIDENT,1,621,1
75202,FRAUD,U,621,1
75202,FRAUD,3,621,5
75202,FRAUD,2,621,3
75202,FRAUD,1,621,2
75202,FOUND PROPERTY,U,621,3
75202,FOUND PROPERTY,3,621,21
75202,FOUND PROPERTY,2,621,10
75202,FOUND PROPERTY,1,621,13
75202,FORGERY & COUNTERFEIT,3,621,3
75202,FORGERY & COUNTERFEIT,1,621,1
75202,EMBEZZLEMENT,U,621,1
75202,EMBEZZLEMENT,3,621,6
75202,EMBEZZLEMENT,2,621,1
75202,EMBEZZLEMENT,1,621,1
75202,DWI,3,621,2
75202,DWI,2,621,2
75202,DWI,1,621,5
75202,DISORDERLY CONDUCT,2,621,1
75202,CRIMINAL MISCHIEF/VANDALISM,U,621,6
75202,CRIMINAL MISCHIEF/VANDALISM,3,621,21
75202,CRIMINAL MISCHIEF/VANDALISM,2,621,24
75202,CRIMINAL MISCHIEF/VANDALISM,1,621,21
75202,CHILD (OFFENSES AGAINST),U,621,1
75202,CHILD (OFFENSES AGAINST),2,621,1
75202,BURGLARY,U,621,6
75202,BURGLARY,3,621,4
75202,THEFT,U,621,35
75202,THEFT,3,621,54
75202,THEFT,2,621,113
75202,THEFT,1,621,48
75202,SUDDEN DEATH,U,621,1
75202,SUDDEN DEATH,3,621,2
75202,SUDDEN DEATH,2,621,2
75202,SUDDEN DEATH,1,621,1
75202,ROBBERY,U,621,1
75202,ROBBERY,3,621,5
75202,ROBBERY,2,621,1
75202,ROBBERY,1,621,12
75202,OTHER OFFENSES,3,621,5
75202,OTHER OFFENSES,2,621,1
75202,OTHER OFFENSES,1,621,4
75202,BURGLARY,2,621,1
75202,BURGLARY,1,621,8
75202,AUTO THEFT - UUMV,U,621,9
75202,AUTO THEFT - UUMV,3,621,8
75202,AUTO THEFT - UUMV,2,621,12
75202,NARCOTICS/DRUGS,3,621,1
75202,AUTO THEFT - UUMV,1,621,20
75202,ASSAULT,3,621,27
75202,ASSAULT,2,621,15
75202,ASSAULT,1,621,20
75202,AGGRAVATED ASSAULT,3,621,3
75202,AGGRAVATED ASSAULT,2,621,1
75202,AGGRAVATED ASSAULT,1,621,1
75202,ACCIDENTAL INJURY,3,621,12
75202,ACCIDENTAL INJURY,2,621,2
75202,ACCIDENTAL INJURY,1,621,5
75202,NARCOTICS/DRUGS,2,621,1
75202,NARCOTICS/DRUGS,1,621,3
75202,MOTOR VEHICLE ACCIDENT,U,621,1
75202,MOTOR VEHICLE ACCIDENT,3,621,15
75202,MOTOR VEHICLE ACCIDENT,2,621,13
75202,MOTOR VEHICLE ACCIDENT,1,621,16
75202,LOST PROPERTY,U,621,1
75202,LOST PROPERTY,3,621,11
75218,OTHER OFFENSES,2,601,5
75218,OCCUPATIONAL ACCIDENT,2,601,1
75218,OCCUPATIONAL ACCIDENT,1,601,1
75218,NARCOTICS/DRUGS,3,601,6
75218,MOTOR VEHICLE ACCIDENT,U,601,4
75218,MOTOR VEHICLE ACCIDENT,3,601,29
75218,MOTOR VEHICLE ACCIDENT,2,601,21
75218,MOTOR VEHICLE ACCIDENT,1,601,15
75218,LOST PROPERTY,U,601,4
75218,LOST PROPERTY,3,601,1
75218,LOST PROPERTY,2,601,2
75218,LOST PROPERTY,1,601,2
75218,HOME ACCIDENT,U,601,1
75218,HOME ACCIDENT,3,601,5
75218,HOME ACCIDENT,2,601,2
75218,HOME ACCIDENT,1,601,4
75218,FRAUD,U,601,1
75218,FRAUD,3,601,1
75218,FRAUD,2,601,1
75218,FRAUD,1,601,1
75218,FOUND PROPERTY,U,601,1
75218,FOUND PROPERTY,3,601,10
75218,FOUND PROPERTY,2,601,9
75218,FOUND PROPERTY,1,601,14
75218,FORGERY & COUNTERFEIT,U,601,1
75218,FORGERY & COUNTERFEIT,2,601,5
75218,FORGERY & COUNTERFEIT,1,601,1
75218,FIREARMS ACCIDENT,3,601,1
75218,FIREARMS ACCIDENT,1,601,1
75218,EMBEZZLEMENT,U,601,2
75218,EMBEZZLEMENT,1,601,2
75218,DWI,3,601,4
75218,DWI,1,601,5
75218,DISORDERLY CONDUCT,3,601,1
75218,DISORDERLY CONDUCT,2,601,2
75218,DISORDERLY CONDUCT,1,601,2
75218,CRIMINAL MISCHIEF/VANDALISM,U,601,14
75218,CRIMINAL MISCHIEF/VANDALISM,3,601,19
75218,CRIMINAL MISCHIEF/VANDALISM,2,601,21
75218,CRIMINAL MISCHIEF/VANDALISM,1,601,33
75218,BURGLARY,U,601,26
75218,BURGLARY,3,601,9
75218,BURGLARY,2,601,11
75218,BURGLARY,1,601,35
75218,ACCIDENTAL INJURY,1,601,1
75218,ACCIDENTAL INJURY,2,601,2
75218,ACCIDENTAL INJURY,3,601,4
75218,AGGRAVATED ASSAULT,1,601,1
75218,AGGRAVATED ASSAULT,2,601,2
75218,AGGRAVATED ASSAULT,3,601,3
75218,ANIMAL BITE,2,601,3
75218,ANIMAL BITE,3,601,2
75218,ASSAULT,1,601,3
75218,ASSAULT,2,601,5
75218,ASSAULT,3,601,9
75218,AUTO THEFT - UUMV,1,601,15
75218,AUTO THEFT - UUMV,2,601,7
75218,AUTO THEFT - UUMV,3,601,7
75218,AUTO THEFT - UUMV,U,601,10
75218,OTHER OFFENSES,1,601,3
75218,THEFT,U,601,38
75218,THEFT,3,601,51
75218,THEFT,2,601,59
75218,THEFT,1,601,72
75218,SUDDEN DEATH,U,601,2
75218,SUDDEN DEATH,3,601,3
75218,SUDDEN DEATH,2,601,2
75218,SUDDEN DEATH,1,601,2
75218,ROBBERY,3,601,12
75218,ROBBERY,2,601,6
75218,ROBBERY,1,601,8
75218,OTHER OFFENSES,3,601,3
75088,THEFT,U,582,1
75088,SUDDEN DEATH,U,582,1
75088,SUDDEN DEATH,2,582,2
75088,LOST PROPERTY,2,582,1
75088,FOUND PROPERTY,3,582,1
75088,CRIMINAL MISCHIEF/VANDALISM,U,582,2
75088,CRIMINAL MISCHIEF/VANDALISM,3,582,2
75088,THEFT,2,582,1
75088,LOST PROPERTY,3,582,1
75211,ACCIDENTAL INJURY,1,570,6
75211,ACCIDENTAL INJURY,2,570,12
75211,ACCIDENTAL INJURY,3,570,6
75211,ACCIDENTAL INJURY,U,570,1
75211,AGGRAVATED ASSAULT,1,570,16
75211,AGGRAVATED ASSAULT,2,570,6
75211,AGGRAVATED ASSAULT,3,570,12
75211,AIRPLANE,1,570,1
75211,ANIMAL BITE,2,570,6
75211,ANIMAL BITE,3,570,3
75211,ARSON,1,570,2
75211,ARSON,2,570,2
75211,ARSON,3,570,3
75211,ARSON,U,570,1
75211,ASSAULT,1,570,25
75211,ASSAULT,2,570,21
75211,ASSAULT,3,570,21
75211,ASSAULT,U,570,2
75211,AUTO THEFT - UUMV,1,570,87
75211,AUTO THEFT - UUMV,2,570,39
75211,AUTO THEFT - UUMV,3,570,45
75211,AUTO THEFT - UUMV,U,570,37
75211,BURGLARY,1,570,53
75211,BURGLARY,2,570,46
75211,BURGLARY,3,570,48
75211,BURGLARY,U,570,37
75211,CHILD (OFFENSES AGAINST),2,570,1
75211,CRIMINAL MISCHIEF/VANDALISM,1,570,145
75211,CRIMINAL MISCHIEF/VANDALISM,2,570,56
75211,CRIMINAL MISCHIEF/VANDALISM,3,570,95
75211,CRIMINAL MISCHIEF/VANDALISM,U,570,36
75211,DISORDERLY CONDUCT,1,570,3
75211,DISORDERLY CONDUCT,2,570,9
75211,DISORDERLY CONDUCT,3,570,17
75211,DISORDERLY CONDUCT,U,570,4
75211,DWI,1,570,16
75211,DWI,2,570,2
75211,DWI,3,570,10
75211,WEAPONS,1,570,1
75211,EMBEZZLEMENT,2,570,1
75211,EMBEZZLEMENT,3,570,2
75211,EMBEZZLEMENT,U,570,5
75211,FORGERY & COUNTERFEIT,1,570,1
75211,FORGERY & COUNTERFEIT,2,570,5
75211,FORGERY & COUNTERFEIT,3,570,1
75211,FOUND PROPERTY,1,570,47
75211,FOUND PROPERTY,2,570,67
75211,FOUND PROPERTY,3,570,53
75211,FOUND PROPERTY,U,570,9
75211,FRAUD,2,570,4
75211,FRAUD,3,570,7
75211,FRAUD,U,570,2
75211,ROBBERY,3,570,45
75211,ROBBERY,2,570,12
75211,ROBBERY,1,570,35
75211,OTHER OFFENSES,U,570,5
75211,OTHER OFFENSES,3,570,27
75211,OTHER OFFENSES,2,570,14
75211,OTHER OFFENSES,1,570,8
