zip_code,watch,ucr_offense_description,c3
75215,2,AGGRAVATED ASSAULT,57
75215,2,ANIMAL BITE,9
75215,2,ARSON,3
75215,2,ASSAULT,120
75215,2,AUTO THEFT - UUMV,55
75215,2,BURGLARY,127
75215,2,CHILD (OFFENSES AGAINST),2
75215,2,CRIMINAL MISCHIEF/VANDALISM,150
75215,2,DISORDERLY CONDUCT,17
75215,2,DWI,2
75215,2,EMBEZZLEMENT,6
75215,2,FORGERY & COUNTERFEIT,13
75215,2,FOUND PROPERTY,294
75215,2,FRAUD,26
75215,2,HOME ACCIDENT,11
75215,2,LOST PROPERTY,48
75215,2,MOTOR VEHICLE ACCIDENT,143
75215,2,MURDER,6
75215,2,NARCOTICS/DRUGS,9
75215,2,OTHER OFFENSES,56
75215,2,ROBBERY,61
75215,2,SUDDEN DEATH,23
75215,2,THEFT,188
75215,2,TRAFFIC FATALITY,1
75215,2,WEAPONS,3
75215,3,ACCIDENTAL INJURY,72
75215,3,AGGRAVATED ASSAULT,91
75215,3,ANIMAL BITE,7
75215,3,ARSON,9
75215,3,ASSAULT,166
75215,3,AUTO THEFT - UUMV,56
75215,3,BURGLARY,92
75215,3,CHILD (OFFENSES AGAINST),2
75215,3,CRIMINAL MISCHIEF/VANDALISM,169
75215,3,DISORDERLY CONDUCT,15
75215,3,DWI,16
75215,3,EMBEZZLEMENT,2
75215,3,FIREARMS ACCIDENT,3
75215,3,FORGERY & COUNTERFEIT,17
75215,3,FOUND PROPERTY,300
75215,3,FRAUD,10
75215,3,HOME ACCIDENT,25
75215,3,LOST PROPERTY,23
75215,3,MOTOR VEHICLE ACCIDENT,166
75215,3,MURDER,5
75215,3,NARCOTICS/DRUGS,20
75215,3,OCCUPATIONAL ACCIDENT,1
75215,3,OTHER OFFENSES,75
75215,3,ROBBERY,84
75215,3,SUDDEN DEATH,14
75215,3,THEFT,174
75215,3,TRAFFIC FATALITY,5
75215,3,WEAPONS,3
75215,U,ACCIDENTAL INJURY,1
75215,U,AGGRAVATED ASSAULT,1
75215,U,ASSAULT,5
75215,U,AUTO THEFT - UUMV,49
75215,U,BURGLARY,118
75215,U,CRIMINAL MISCHIEF/VANDALISM,66
75215,U,DISORDERLY CONDUCT,17
75215,U,EMBEZZLEMENT,16
75215,U,FORGERY & COUNTERFEIT,36
75215,U,FOUND PROPERTY,40
75215,U,FRAUD,226
75215,U,GAMBLING,3
75215,U,LOST PROPERTY,53
75215,U,MOTOR VEHICLE ACCIDENT,5
75215,U,NARCOTICS/DRUGS,1
75215,U,OTHER OFFENSES,9
75215,U,ROBBERY,2
75215,U,SUDDEN DEATH,17
75215,U,THEFT,157
75215,U,TRAFFIC FATALITY,1
75216,1,ACCIDENTAL INJURY,22
75216,1,AGGRAVATED ASSAULT,75
75216,1,ANIMAL BITE,5
75216,1,ARSON,40
75216,1,ASSAULT,101
75216,1,AUTO THEFT - UUMV,351
75216,1,BURGLARY,266
75216,1,CRIMINAL MISCHIEF/VANDALISM,419
75216,1,DISORDERLY CONDUCT,16
75216,1,DWI,14
75216,1,EMBEZZLEMENT,2
75216,1,FIREARMS ACCIDENT,5
75216,1,FORGERY & COUNTERFEIT,10
75216,1,FOUND PROPERTY,304
75216,1,FRAUD,7
75216,1,HOME ACCIDENT,20
75216,1,LIQUOR,1
75216,1,LOST PROPERTY,15
75216,1,MOTOR VEHICLE ACCIDENT,141
75216,1,MURDER,7
75216,1,NARCOTICS/DRUGS,5
75216,1,OCCUPATIONAL ACCIDENT,1
75216,1,OTHER OFFENSES,59
75216,1,ROBBERY,135
75216,1,SUDDEN DEATH,43
75216,1,THEFT,653
75216,1,TRAFFIC FATALITY,1
75216,1,WEAPONS,4
75216,2,ACCIDENTAL INJURY,45
75216,2,AGGRAVATED ASSAULT,52
75216,2,ANIMAL BITE,27
75216,2,ARSON,6
75216,2,ASSAULT,213
75216,2,AUTO THEFT - UUMV,92
75216,2,BURGLARY,417
75216,2,CHILD (OFFENSES AGAINST),5
75216,2,CRIMINAL MISCHIEF/VANDALISM,297
75216,2,DISORDERLY CONDUCT,38
75216,2,DWI,6
75216,2,EMBEZZLEMENT,6
75216,2,FIREARMS ACCIDENT,3
75216,2,FORGERY & COUNTERFEIT,20
75216,2,FOUND PROPERTY,405
75216,2,FRAUD,20
75216,2,HOME ACCIDENT,25
75216,2,LIQUOR,1
75216,2,LOST PROPERTY,23
75216,2,MOTOR VEHICLE ACCIDENT,184
75216,2,MURDER,5
75216,2,NARCOTICS/DRUGS,8
75216,2,OCCUPATIONAL ACCIDENT,3
75216,2,OTHER OFFENSES,134
75216,2,ROBBERY,102
75216,2,SUDDEN DEATH,55
75216,2,THEFT,407
75216,2,WEAPONS,4
75216,3,ACCIDENTAL INJURY,72
75216,3,AGGRAVATED ASSAULT,130
75216,3,ANIMAL BITE,19
75216,3,ARSON,19
75216,3,ASSAULT,254
75216,3,AUTO THEFT - UUMV,112
75216,3,BURGLARY,195
75216,3,CHILD (OFFENSES AGAINST),6
75216,3,CRIMINAL MISCHIEF/VANDALISM,354
75216,3,DISORDERLY CONDUCT,52
75216,3,DWI,16
75216,3,EMBEZZLEMENT,5
75216,3,FIREARMS ACCIDENT,6
75216,3,FORGERY & COUNTERFEIT,20
75216,3,FOUND PROPERTY,318
75216,3,FRAUD,15
75216,3,HOME ACCIDENT,25
75216,3,INTOXICATION MANSLAUGHTER,1
75216,3,LOST PROPERTY,26
75216,3,MOTOR VEHICLE ACCIDENT,347
75216,3,MURDER,6
75216,3,NARCOTICS/DRUGS,33
75216,3,OCCUPATIONAL ACCIDENT,2
75216,3,OTHER OFFENSES,118
75216,3,ROBBERY,164
75216,3,SUDDEN DEATH,26
75216,3,THEFT,352
75216,3,TRAFFIC FATALITY,10
75216,3,WEAPONS,8
75216,U,ACCIDENTAL INJURY,1
75216,U,AGGRAVATED ASSAULT,2
75216,U,ANIMAL BITE,1
75216,U,ASSAULT,4
75216,U,AUTO THEFT - UUMV,87
75216,U,BURGLARY,234
75216,U,CHILD (OFFENSES AGAINST),1
75216,U,CRIMINAL MISCHIEF/VANDALISM,107
75216,U,DISORDERLY CONDUCT,19
75216,U,EMBEZZLEMENT,10
75216,U,FIREARMS ACCIDENT,2
75216,U,FORGERY & COUNTERFEIT,4
75216,U,FOUND PROPERTY,94
75216,U,FRAUD,24
75216,U,HOME ACCIDENT,1
75216,U,LOST PROPERTY,15
75216,U,MOTOR VEHICLE ACCIDENT,6
75216,U,MURDER,1
75216,U,OTHER OFFENSES,6
75216,U,ROBBERY,2
75216,U,SUDDEN DEATH,23
75216,U,THEFT,243
75217,1,ACCIDENTAL INJURY,32
75217,1,AGGRAVATED ASSAULT,68
75217,1,ANIMAL BITE,2
75217,1,ARSON,15
75217,1,ASSAULT,96
75217,1,AUTO THEFT - UUMV,407
75217,1,BURGLARY,363
75217,1,CHILD (OFFENSES AGAINST),3
75217,1,CRIMINAL MISCHIEF/VANDALISM,560
75217,1,DISORDERLY CONDUCT,19
75217,1,DWI,28
75217,1,EMBEZZLEMENT,2
75217,1,FIREARMS ACCIDENT,3
75217,1,FORGERY & COUNTERFEIT,4
75217,1,FOUND PROPERTY,454
75217,1,FRAUD,6
75217,1,HOME ACCIDENT,37
75217,1,LOST PROPERTY,15
75217,1,MOTOR VEHICLE ACCIDENT,225
75217,1,MURDER,6
75217,1,NARCOTICS/DRUGS,9
75217,1,OTHER OFFENSES,55
75217,1,ROBBERY,123
75217,1,SUDDEN DEATH,43
75217,1,THEFT,871
75217,1,TRAFFIC FATALITY,2
75217,1,WEAPONS,7
75217,2,ACCIDENTAL INJURY,38
75217,2,AGGRAVATED ASSAULT,44
75217,2,ANIMAL BITE,21
75217,2,ARSON,10
75217,2,ASSAULT,171
75217,2,AUTO THEFT - UUMV,170
75217,2,BURGLARY,673
75217,2,CHILD (OFFENSES AGAINST),2
75217,2,CRIMINAL MISCHIEF/VANDALISM,352
75217,2,DISORDERLY CONDUCT,53
75217,2,DWI,2
75217,2,EMBEZZLEMENT,9
75217,2,FIREARMS ACCIDENT,2
75217,2,FORGERY & COUNTERFEIT,28
75217,2,FOUND PROPERTY,519
75217,2,FRAUD,10
75217,2,HOME ACCIDENT,23
75217,2,LOST PROPERTY,27
75217,2,MOTOR VEHICLE ACCIDENT,225
75217,2,MURDER,2
75217,2,NARCOTICS/DRUGS,12
75217,2,OCCUPATIONAL ACCIDENT,1
75217,2,OTHER OFFENSES,68
75217,2,ROBBERY,98
75217,2,SUDDEN DEATH,30
75217,2,THEFT,506
75217,2,TRAFFIC FATALITY,1
75217,2,WEAPONS,1
75217,3,ACCIDENTAL INJURY,85
75217,3,AGGRAVATED ASSAULT,106
75217,3,ANIMAL BITE,24
75217,3,ARSON,9
75217,3,ASSAULT,223
75217,3,AUTO THEFT - UUMV,208
75217,3,BURGLARY,313
75217,3,CHILD (OFFENSES AGAINST),6
75217,3,CRIMINAL MISCHIEF/VANDALISM,457
75217,3,DISORDERLY CONDUCT,80
75217,3,DWI,26
75217,3,EMBEZZLEMENT,6
75217,3,FIREARMS ACCIDENT,7
75217,3,FORGERY & COUNTERFEIT,34
75217,3,FOUND PROPERTY,467
75217,3,FRAUD,7
75217,3,HOME ACCIDENT,53
75217,3,LIQUOR,3
75217,3,LOST PROPERTY,33
75217,3,MOTOR VEHICLE ACCIDENT,395
75217,3,MURDER,3
75217,3,NARCOTICS/DRUGS,26
75217,3,OCCUPATIONAL ACCIDENT,2
75217,3,OTHER OFFENSES,96
75217,3,ROBBERY,238
75217,3,SUDDEN DEATH,19
75217,3,THEFT,463
75217,3,TRAFFIC FATALITY,4
75217,3,WEAPONS,9
75217,U,ACCIDENTAL INJURY,1
75217,U,AGGRAVATED ASSAULT,3
75217,U,ASSAULT,8
75217,U,AUTO THEFT - UUMV,95
75217,U,BURGLARY,280
75217,U,CRIMINAL MISCHIEF/VANDALISM,138
75217,U,DISORDERLY CONDUCT,30
75217,U,DWI,1
75217,U,EMBEZZLEMENT,15
75217,U,FORGERY & COUNTERFEIT,9
75217,U,FOUND PROPERTY,82
75217,U,FRAUD,18
75217,U,HOME ACCIDENT,2
75217,U,LOST PROPERTY,25
75217,U,MOTOR VEHICLE ACCIDENT,15
75217,U,NARCOTICS/DRUGS,1
75217,U,OTHER OFFENSES,5
75217,U,ROBBERY,3
75217,U,SUDDEN DEATH,17
75217,U,THEFT,275
75218,1,ACCIDENTAL INJURY,3
75218,1,AGGRAVATED ASSAULT,1
75218,1,ASSAULT,10
75218,1,AUTO THEFT - UUMV,52
75218,1,BURGLARY,110
75218,1,CRIMINAL MISCHIEF/VANDALISM,126
75218,1,DISORDERLY CONDUCT,4
75218,1,DWI,6
75218,1,EMBEZZLEMENT,3
75218,1,FIREARMS ACCIDENT,1
75218,1,FORGERY & COUNTERFEIT,2
75218,1,FOUND PROPERTY,40
75218,1,FRAUD,5
75218,1,HOME ACCIDENT,9
75218,1,LOST PROPERTY,4
75218,1,MOTOR VEHICLE ACCIDENT,42
75218,1,NARCOTICS/DRUGS,1
75218,1,OCCUPATIONAL ACCIDENT,2
75218,1,OTHER OFFENSES,7
75218,1,ROBBERY,18
75218,1,SUDDEN DEATH,7
75218,1,THEFT,286
75218,2,ACCIDENTAL INJURY,7
75218,2,AGGRAVATED ASSAULT,8
75218,2,ANIMAL BITE,4
75218,2,ASSAULT,28
75218,2,AUTO THEFT - UUMV,29
75218,2,BURGLARY,95
75218,2,CRIMINAL MISCHIEF/VANDALISM,63
75218,2,DISORDERLY CONDUCT,7
75218,2,FORGERY & COUNTERFEIT,13
75218,2,FOUND PROPERTY,62
75218,2,FRAUD,6
75218,2,HOME ACCIDENT,6
75218,2,LOST PROPERTY,5
75218,2,MOTOR VEHICLE ACCIDENT,87
75218,2,OCCUPATIONAL ACCIDENT,1
75218,2,OTHER OFFENSES,12
75218,2,ROBBERY,20
75218,2,SUDDEN DEATH,6
75218,2,THEFT,242
75218,2,TRAFFIC FATALITY,1
75218,3,ACCIDENTAL INJURY,16
75218,3,AGGRAVATED ASSAULT,5
75218,3,ANIMAL BITE,7
75218,3,ASSAULT,33
75218,3,AUTO THEFT - UUMV,35
75218,3,BURGLARY,35
75218,3,CRIMINAL MISCHIEF/VANDALISM,91
75218,3,DISORDERLY CONDUCT,7
75218,3,DWI,9
75218,3,EMBEZZLEMENT,1
75218,3,FIREARMS ACCIDENT,1
75218,3,FORGERY & COUNTERFEIT,4
75218,3,FOUND PROPERTY,41
75218,3,FRAUD,3
75218,3,HOME ACCIDENT,18
75218,3,LIQUOR,1
75218,3,LOST PROPERTY,4
75218,3,MOTOR VEHICLE ACCIDENT,102
75218,3,NARCOTICS/DRUGS,9
75218,3,OTHER OFFENSES,14
75218,3,ROBBERY,38
75218,3,SUDDEN DEATH,9
75218,3,THEFT,201
75218,3,TRAFFIC FATALITY,1
75218,U,ACCIDENTAL INJURY,1
75218,U,AUTO THEFT - UUMV,28
75218,U,BURGLARY,76
75218,U,CRIMINAL MISCHIEF/VANDALISM,45
75218,U,DISORDERLY CONDUCT,4
75218,U,EMBEZZLEMENT,6
75218,U,FORGERY & COUNTERFEIT,2
75218,U,FOUND PROPERTY,6
75218,U,FRAUD,9
75218,U,HOME ACCIDENT,2
75218,U,LOST PROPERTY,5
75218,U,MOTOR VEHICLE ACCIDENT,6
75218,U,ROBBERY,2
75218,U,SUDDEN DEATH,4
75218,U,THEFT,102
75218,U,TRAFFIC FATALITY,1
75219,1,ACCIDENTAL INJURY,34
75219,1,AGGRAVATED ASSAULT,9
75219,1,ANIMAL BITE,1
75219,1,ARSON,3
75219,1,ASSAULT,47
75219,1,AUTO THEFT - UUMV,114
75219,1,BURGLARY,112
75219,1,CHILD (OFFENSES AGAINST),1
75219,1,CRIMINAL MISCHIEF/VANDALISM,172
75219,1,DISORDERLY CONDUCT,4
75219,1,DWI,31
75219,1,EMBEZZLEMENT,4
75219,1,FIREARMS ACCIDENT,3
75219,1,FORGERY & COUNTERFEIT,2
75219,1,FOUND PROPERTY,47
75219,1,FRAUD,4
75219,1,HOME ACCIDENT,7
75219,1,LOST PROPERTY,10
75219,1,MOTOR VEHICLE ACCIDENT,106
75219,1,MURDER,1
75219,1,NARCOTICS/DRUGS,2
75219,1,OTHER OFFENSES,11
75219,1,ROBBERY,43
75219,1,SUDDEN DEATH,13
75219,1,THEFT,435
75219,1,WEAPONS,1
75219,2,ACCIDENTAL INJURY,11
75219,2,AGGRAVATED ASSAULT,1
75219,2,ANIMAL BITE,2
75219,2,ARSON,1
75219,2,ASSAULT,38
75219,2,AUTO THEFT - UUMV,28
75219,2,BURGLARY,91
75219,2,CRIMINAL MISCHIEF/VANDALISM,89
75219,2,DISORDERLY CONDUCT,10
75219,2,DWI,1
75219,2,FIREARMS ACCIDENT,1
75219,2,FORGERY & COUNTERFEIT,14
75219,2,FOUND PROPERTY,68
75219,2,FRAUD,6
75219,2,HOME ACCIDENT,3
75219,2,LIQUOR,1
75219,2,LOST PROPERTY,9
75219,2,MOTOR VEHICLE ACCIDENT,80
75219,2,OCCUPATIONAL ACCIDENT,1
75219,2,OTHER OFFENSES,19
75219,2,ROBBERY,22
75219,2,SUDDEN DEATH,18
75219,2,THEFT,233
75219,3,ACCIDENTAL INJURY,18
75219,3,AGGRAVATED ASSAULT,12
75219,3,ANIMAL BITE,1
75219,3,ASSAULT,65
75219,3,AUTO THEFT - UUMV,47
75219,3,BURGLARY,29
75219,3,CHILD (OFFENSES AGAINST),6
75219,3,CRIMINAL MISCHIEF/VANDALISM,96
75219,3,DISORDERLY CONDUCT,6
75219,3,DWI,11
75219,3,EMBEZZLEMENT,3
75219,3,FIREARMS ACCIDENT,3
75219,3,FORGERY & COUNTERFEIT,8
75219,3,FOUND PROPERTY,53
75219,3,FRAUD,4
75219,3,HOME ACCIDENT,8
75219,3,LIQUOR,2
75219,3,LOST PROPERTY,10
75219,3,MOTOR VEHICLE ACCIDENT,138
75219,3,MURDER,1
75219,3,NARCOTICS/DRUGS,6
75219,3,OTHER OFFENSES,22
75219,3,ROBBERY,43
75219,3,SUDDEN DEATH,7
75219,3,THEFT,234
75219,3,TRAFFIC FATALITY,1
75219,U,ARSON,1
75219,U,ASSAULT,1
75219,U,AUTO THEFT - UUMV,32
75219,U,BURGLARY,73
75219,U,CRIMINAL MISCHIEF/VANDALISM,62
75219,U,DISORDERLY CONDUCT,16
75219,U,EMBEZZLEMENT,7
75219,U,FORGERY & COUNTERFEIT,3
75219,U,FOUND PROPERTY,48
75219,U,FRAUD,9
75219,U,LOST PROPERTY,5
75219,U,MOTOR VEHICLE ACCIDENT,5
75219,U,OTHER OFFENSES,2
75219,U,ROBBERY,2
75219,U,SUDDEN DEATH,10
75219,U,THEFT,216
75220,1,ACCIDENTAL INJURY,66
75220,1,AGGRAVATED ASSAULT,56
75220,1,ANIMAL BITE,2
75220,1,ARSON,7
75220,1,ASSAULT,99
75220,1,AUTO THEFT - UUMV,390
75220,1,BURGLARY,251
75220,1,CHILD (OFFENSES AGAINST),4
75220,1,CRIMINAL MISCHIEF/VANDALISM,451
75220,1,DISORDERLY CONDUCT,13
75220,1,DWI,48
75220,1,EMBEZZLEMENT,3
75220,1,FIREARMS ACCIDENT,5
75220,1,FORGERY & COUNTERFEIT,11
75220,1,FOUND PROPERTY,227
75220,1,FRAUD,24
75220,1,HOME ACCIDENT,12
75220,1,INTOXICATION MANSLAUGHTER,1
75220,1,LIQUOR,1
75220,1,LOST PROPERTY,21
75220,1,MOTOR VEHICLE ACCIDENT,214
75220,1,MURDER,1
75220,1,NARCOTICS/DRUGS,11
75220,1,OCCUPATIONAL ACCIDENT,2
75220,1,OTHER OFFENSES,49
75220,1,ROBBERY,167
75220,1,SUDDEN DEATH,18
75220,1,THEFT,819
75220,1,TRAFFIC FATALITY,6
75220,1,WEAPONS,3
75220,2,ACCIDENTAL INJURY,33
75220,2,AGGRAVATED ASSAULT,11
75220,2,ANIMAL BITE,5
75220,2,ASSAULT,77
75220,2,AUTO THEFT - UUMV,150
75220,2,BURGLARY,295
75220,2,CHILD (OFFENSES AGAINST),2
75220,2,CRIMINAL MISCHIEF/VANDALISM,226
75220,2,DISORDERLY CONDUCT,19
75220,2,DWI,3
75220,2,EMBEZZLEMENT,16
75220,2,FIREARMS ACCIDENT,1
75220,2,FORGERY & COUNTERFEIT,18
75220,2,FOUND PROPERTY,274
75220,2,FRAUD,20
75220,2,HOME ACCIDENT,10
75220,2,LOST PROPERTY,20
75220,2,MOTOR VEHICLE ACCIDENT,195
75220,2,MURDER,2
75220,2,NARCOTICS/DRUGS,9
75220,2,OTHER OFFENSES,53
75220,2,ROBBERY,73
75220,2,SUDDEN DEATH,15
75220,2,THEFT,477
75220,2,TRAFFIC FATALITY,1
75220,2,WEAPONS,3
75220,3,ACCIDENTAL INJURY,54
75220,3,AGGRAVATED ASSAULT,46
75220,3,ANIMAL BITE,3
75220,3,ARSON,3
75220,3,ASSAULT,93
75220,3,AUTO THEFT - UUMV,191
75220,3,BURGLARY,101
75220,3,CHILD (OFFENSES AGAINST),2
75220,3,CRIMINAL MISCHIEF/VANDALISM,301
75220,3,DISORDERLY CONDUCT,32
75220,3,DWI,28
75220,3,EMBEZZLEMENT,7
75220,3,FIREARMS ACCIDENT,1
75220,3,FORGERY & COUNTERFEIT,10
75220,3,FOUND PROPERTY,201
75220,3,FRAUD,13
75220,3,HOME ACCIDENT,17
75220,3,LIQUOR,1
75220,3,LOST PROPERTY,28
75220,3,MOTOR VEHICLE ACCIDENT,313
75220,3,MURDER,2
75220,3,NARCOTICS/DRUGS,24
75220,3,OTHER OFFENSES,52
75220,3,ROBBERY,171
75220,3,SUDDEN DEATH,12
75220,3,THEFT,495
75220,3,TRAFFIC FATALITY,1
75220,3,WEAPONS,2
75220,U,ASSAULT,3
75220,U,AUTO THEFT - UUMV,95
75220,U,BURGLARY,166
75220,U,CRIMINAL MISCHIEF/VANDALISM,138
75220,U,DISORDERLY CONDUCT,16
75220,U,EMBEZZLEMENT,25
75220,U,FORGERY & COUNTERFEIT,7
75220,U,FOUND PROPERTY,72
75220,U,FRAUD,24
75220,U,HOME ACCIDENT,1
75220,U,LOST PROPERTY,27
75220,U,MOTOR VEHICLE ACCIDENT,8
75220,U,NARCOTICS/DRUGS,1
75220,U,OTHER OFFENSES,3
75220,U,ROBBERY,7
75220,U,SUDDEN DEATH,11
75220,U,THEFT,306
75223,1,ACCIDENTAL INJURY,7
75223,1,AGGRAVATED ASSAULT,23
75223,1,ANIMAL BITE,3
75223,1,ARSON,5
75223,1,ASSAULT,18
75223,1,AUTO THEFT - UUMV,74
75223,1,BURGLARY,73
75223,1,CRIMINAL MISCHIEF/VANDALISM,90
75223,1,DISORDERLY CONDUCT,6
75223,1,DWI,10
75223,1,FORGERY & COUNTERFEIT,1
75223,1,FOUND PROPERTY,70
75223,1,FRAUD,1
75223,1,HOME ACCIDENT,3
75223,1,LOST PROPERTY,5
75223,1,MOTOR VEHICLE ACCIDENT,69
75223,1,MURDER,1
75223,1,NARCOTICS/DRUGS,7
75223,1,OTHER OFFENSES,8
75223,1,ROBBERY,50
75223,1,SUDDEN DEATH,7
75223,1,THEFT,164
75223,1,TRAFFIC FATALITY,1
75223,1,WEAPONS,2
75223,2,ACCIDENTAL INJURY,7
75223,2,AGGRAVATED ASSAULT,12
75223,2,ANIMAL BITE,10
75223,2,ASSAULT,25
75223,2,AUTO THEFT - UUMV,30
75223,2,BURGLARY,71
75223,2,CHILD (OFFENSES AGAINST),1
75223,2,CRIMINAL MISCHIEF/VANDALISM,54
75223,2,DISORDERLY CONDUCT,6
75223,2,DWI,4
75223,2,EMBEZZLEMENT,3
75223,2,FORGERY & COUNTERFEIT,1
75223,2,FOUND PROPERTY,110
75223,2,FRAUD,2
75223,2,HOME ACCIDENT,2
75223,2,LOST PROPERTY,6
75223,2,MOTOR VEHICLE ACCIDENT,68
75223,2,MURDER,1
75223,2,NARCOTICS/DRUGS,3
75223,2,OTHER OFFENSES,13
75223,2,ROBBERY,21
75223,2,SUDDEN DEATH,8
75223,2,THEFT,119
75223,3,ACCIDENTAL INJURY,17
75223,3,AGGRAVATED ASSAULT,20
75223,3,ANIMAL BITE,3
75223,3,ARSON,4
75223,3,ASSAULT,34
75223,3,AUTO THEFT - UUMV,30
75223,3,BURGLARY,38
75223,3,CRIMINAL MISCHIEF/VANDALISM,43
75223,3,DISORDERLY CONDUCT,6
75223,3,DWI,6
75223,3,EMBEZZLEMENT,1
75223,3,FIREARMS ACCIDENT,3
75223,3,FORGERY & COUNTERFEIT,3
75223,3,FOUND PROPERTY,79
75223,3,FRAUD,1
75223,3,HOME ACCIDENT,8
75223,3,LIQUOR,2
75223,3,LOST PROPERTY,5
75223,3,MOTOR VEHICLE ACCIDENT,101
75223,3,MURDER,2
75223,3,NARCOTICS/DRUGS,6
75223,3,OTHER OFFENSES,17
75223,3,ROBBERY,39
75223,3,SUDDEN DEATH,3
75223,3,THEFT,100
75223,U,AGGRAVATED ASSAULT,2
75223,U,AUTO THEFT - UUMV,29
75223,U,BURGLARY,48
75223,U,CRIMINAL MISCHIEF/VANDALISM,27
75223,U,DISORDERLY CONDUCT,5
75223,U,FORGERY & COUNTERFEIT,3
75223,U,FOUND PROPERTY,28
75223,U,FRAUD,3
75223,U,GAMBLING,2
75223,U,LIQUOR,1
75223,U,LOST PROPERTY,8
75223,U,MOTOR VEHICLE ACCIDENT,6
75223,U,OTHER OFFENSES,1
75223,U,ROBBERY,1
75223,U,SUDDEN DEATH,4
75223,U,THEFT,73
75224,1,ACCIDENTAL INJURY,8
75224,1,AGGRAVATED ASSAULT,34
75224,1,ARSON,3
75224,1,ASSAULT,35
75224,1,AUTO THEFT - UUMV,173
75224,1,BURGLARY,147
75224,1,CRIMINAL MISCHIEF/VANDALISM,212
75224,1,DISORDERLY CONDUCT,7
75224,1,DWI,14
75224,1,EMBEZZLEMENT,3
75224,1,FORGERY & COUNTERFEIT,1
75224,1,FOUND PROPERTY,95
75224,1,FRAUD,5
75224,1,HOME ACCIDENT,9
75224,1,LOST PROPERTY,8
75224,1,MOTOR VEHICLE ACCIDENT,111
75224,1,MURDER,2
75224,1,NARCOTICS/DRUGS,3
75224,1,OTHER OFFENSES,28
75224,1,ROBBERY,67
75224,1,SUDDEN DEATH,10
75224,1,THEFT,465
75224,1,WEAPONS,2
75224,2,ACCIDENTAL INJURY,17
75224,2,AGGRAVATED ASSAULT,15
75224,2,ANIMAL BITE,10
75224,2,ASSAULT,82
75224,2,AUTO THEFT - UUMV,73
75224,2,BURGLARY,173
75224,2,CHILD (OFFENSES AGAINST),1
75224,2,CRIMINAL MISCHIEF/VANDALISM,146
75224,2,DISORDERLY CONDUCT,20
75224,2,DWI,2
75224,2,EMBEZZLEMENT,5
75224,2,FIREARMS ACCIDENT,1
75224,2,FORGERY & COUNTERFEIT,10
75224,2,FOUND PROPERTY,108
75224,2,FRAUD,7
75224,2,HOME ACCIDENT,10
75224,2,LOST PROPERTY,9
75224,2,MOTOR VEHICLE ACCIDENT,161
75224,2,MURDER,3
75224,2,NARCOTICS/DRUGS,5
75224,2,OTHER OFFENSES,32
75224,2,ROBBERY,65
75224,2,SUDDEN DEATH,16
75224,2,THEFT,219
75224,2,TRAFFIC FATALITY,4
75224,3,ACCIDENTAL INJURY,27
75224,3,AGGRAVATED ASSAULT,28
75224,3,ANIMAL BITE,3
75224,3,ARSON,3
75224,3,ASSAULT,97
75224,3,AUTO THEFT - UUMV,67
75224,3,BURGLARY,66
75224,3,CHILD (OFFENSES AGAINST),2
75224,3,CRIMINAL MISCHIEF/VANDALISM,192
75224,3,DISORDERLY CONDUCT,18
75224,3,DWI,9
75224,3,EMBEZZLEMENT,2
75224,3,FIREARMS ACCIDENT,3
75224,3,FORGERY & COUNTERFEIT,11
75224,3,FOUND PROPERTY,109
75224,3,FRAUD,9
75224,3,HOME ACCIDENT,14
75224,3,LOST PROPERTY,24
75224,3,MOTOR VEHICLE ACCIDENT,221
75224,3,MURDER,1
75224,3,NARCOTICS/DRUGS,14
75224,3,OTHER OFFENSES,35
75224,3,ROBBERY,109
75224,3,SUDDEN DEATH,9
75224,3,THEFT,217
75224,3,TRAFFIC FATALITY,2
75224,U,ACCIDENTAL INJURY,1
75224,U,AGGRAVATED ASSAULT,3
75224,U,ARSON,1
75224,U,ASSAULT,7
75224,U,AUTO THEFT - UUMV,38
75224,U,BURGLARY,63
75224,U,CRIMINAL MISCHIEF/VANDALISM,72
75224,U,DISORDERLY CONDUCT,14
75224,U,FORGERY & COUNTERFEIT,3
75224,U,FOUND PROPERTY,50
75224,U,FRAUD,22
75224,U,LOST PROPERTY,6
75224,U,MOTOR VEHICLE ACCIDENT,8
75224,U,NARCOTICS/DRUGS,1
75224,U,OTHER OFFENSES,2
75224,U,ROBBERY,4
75224,U,SUDDEN DEATH,8
75224,U,THEFT,153
75225,1,ARSON,1
75225,1,ASSAULT,3
75225,1,AUTO THEFT - UUMV,15
75225,1,BURGLARY,40
75225,1,CRIMINAL MISCHIEF/VANDALISM,20
75225,1,DWI,4
75225,1,EMBEZZLEMENT,2
75225,1,FORGERY & COUNTERFEIT,1
75225,1,FOUND PROPERTY,11
75225,1,FRAUD,8
75225,1,HOME ACCIDENT,2
75225,1,LOST PROPERTY,1
75225,1,MOTOR VEHICLE ACCIDENT,22
75225,1,OTHER OFFENSES,4
75225,1,ROBBERY,1
75225,1,SUDDEN DEATH,10
75225,1,THEFT,109
75225,2,ACCIDENTAL INJURY,3
75225,2,AGGRAVATED ASSAULT,1
75225,2,ARSON,2
75225,2,ASSAULT,12
75225,2,AUTO THEFT - UUMV,27
75225,2,BURGLARY,12
75225,2,CRIMINAL MISCHIEF/VANDALISM,41
